-1.5307	0.89341	0.37152	-1.1436	-2.0654	2.3042	0.2531
-0.66741	0.56039	0.63757	-1.4461	-1.7236	1.9775	0.46311
-0.34315	0.70521	0.63266	-1.8541	-2.1267	2.4042	0.33539
-0.44923	0.98375	1.5606	-2.5039	-2.0259	1.9985	0.35612
-1.1601	1.3361	1.6546	-1.5936	-2.4779	1.776	0.64839
-1.1932	1.3491	2.1382	-0.72771	-2.6489	2.5278	1.9409
-1.943	1.1949	1.5455	-1.4692	-2.0624	2.2317	2.3223
-1.4179	0.30935	0.86758	-1.6395	-1.1528	2.3094	2.2657
-1.7875	-0.93068	0.50127	-1.202	-0.4176	2.3762	2.2534
-1.3981	-0.57127	-0.21936	-2.0488	-0.76792	1.5622	2.6795
-1.0246	-0.40528	0.14377	-2.4916	0.10219	1.6444	1.4297
-1.1824	-0.066568	0.10088	-2.4743	-0.074898	3.0968	0.94843
-1.854	-1.3834	0.27344	-2.3527	0.49735	3.2027	0.84044
-1.7568	-0.63342	1.6498	-2.7347	0.58397	2.7841	1.5671
-1.7086	-1.1059	1.8889	-2.0889	0.32931	3.2716	2.1838
-2.0047	-0.19748	2.8436	-1.4138	0.13207	2.8706	2.2377
-1.3996	0.74706	2.5416	-0.9747	0.24401	3.3019	1.3984
-1.0144	0.17454	2.0328	-0.97719	1.3501	3.4546	1.0039
-1.1885	0.54621	2.3549	-0.76727	1.264	2.565	0.57903
-1.6845	0.6139	2.6723	-0.66063	0.54002	2.2294	-0.04467
-2.2824	0.76098	2.645	-0.6794	-0.59091	2.8801	-0.16501
-1.8056	1.4962	1.5153	-0.55411	-0.20691	2.1711	-0.17569
-1.963	1.4043	1.0994	-0.32748	-0.53179	3.3889	-0.99884
-2.1674	0.88222	0.83585	-0.75066	-0.028283	3.601	-0.62167
-1.694	0.86128	-0.17555	-0.28314	-0.67058	3.611	0.10902
-1.0026	0.25224	-0.53466	-1.1279	-0.41237	3.4654	-0.076522
-0.88011	-0.47539	0.076018	-0.77046	-0.1354	3.6312	-0.73523
-0.96518	-1.002	0.35796	-0.57477	-0.23205	3.0478	0.65365
-1.093	-1.0152	1.3401	-0.64344	-0.0063321	2.4767	-0.40509
-0.42706	-0.29785	0.23901	-0.73879	-0.045022	1.5008	-0.90269
-0.16997	0.36797	0.29925	-1.0672	0.11205	0.59012	-0.71746
0.18981	1.1685	1.0563	-1.5253	-0.52285	0.59148	-1.475
0.22401	0.65194	1.2925	-1.9116	0.98066	0.77032	-1.37
0.21907	-0.34466	1.7697	-2.4494	1.4052	1.0965	-1.483
0.32004	-0.61063	2.3936	-1.746	1.6418	0.904	-1.4641
1.2285	-0.046125	2.1132	-2.3363	1.2306	1.306	-2.0019
1.8036	0.2761	2.2199	-2.4832	0.25668	1.4624	-0.64036
1.4673	0.67557	1.2579	-1.616	-0.18203	1.8732	-0.69069
0.34446	0.90945	0.94047	-1.0116	0.26173	2.084	-1.0109
0.20538	-0.24423	0.95643	-1.1917	0.40812	2.6242	-1.8798
0.015714	-0.44542	1.4779	-1.7636	0.68916	3.07	-2.3117
-0.20387	-0.73022	1.0461	-2.2798	1.0577	2.687	-2.3662
-1.0212	-0.39793	1.5703	-1.7373	1.1069	3.6354	-2.282
-0.17739	0.13372	2.1789	-1.6806	0.88135	3.6542	-2.4252
-0.25239	0.31796	1.9841	-0.59868	1.2581	3.115	-2.0948
-0.30492	0.42103	2.1074	-1.1378	0.95094	2.3307	-2.4013
-0.42087	0.65085	2.3491	-0.83576	-0.22216	1.6484	-2.8705
0.10578	1.5307	2.6453	-0.73298	-0.50163	0.35491	-2.8818
0.89876	1.597	2.8686	-1.1686	1.1864	0.8558	-1.793
1.5828	1.6027	1.6904	-1.9627	0.85075	0.29161	-2.3321
1.88	1.2993	0.75561	-1.3785	-0.24334	1.6605	-2.4013
1.4438	1.6044	-0.56905	-1.0391	0.083382	1.9043	-2.3586
1.0759	0.77975	-0.6301	-0.71068	0.71346	3.0597	-2.4057
0.32202	0.10934	-0.67098	-0.90425	1.0421	2.195	-2.4817
0.43585	0.22421	0.30668	-0.40395	0.91843	1.2316	-2.6874
0.094564	-0.88613	0.7947	-1.0579	1.5103	1.0084	-1.7653
0.44102	-0.19737	0.5772	-2.0804	2.146	1.2724	-1.0908
0.82789	-0.275	0.76587	-2.2559	1.5264	1.7959	-0.91274
0.078122	0.10761	0.23588	-1.9011	1.7017	1.3185	0.097579
-0.072712	-0.8981	0.58153	-1.2077	1.0933	1.3781	0.84742
-0.32905	-1.1843	0.51623	-1.5066	1.4259	0.59037	1.7242
0.58085	-0.96341	0.30845	-2.0378	1.2504	0.69798	2.3302
0.73311	-1.4387	0.44008	-1.1519	0.11151	0.32097	2.1761
0.5399	-1.3422	0.64801	-1.5992	-0.70315	0.11086	2.0842
0.44962	-1.4348	1.3013	-1.6861	-0.027666	0.71231	1.8465
0.35379	-1.7326	0.10376	-2.1932	-0.18519	0.85831	2.3012
